drug_id,drug_CID,drug_smile
466,CID100002712,CN(C)C1=NSC(=N1)NC(C2CC(C2)O)C3=CC4=CC=CC=C4N=C3
467,CID100002951,COC1=CC(=CC(=C1OC)OC)C(CC(=O)OC)C2=CC3=C(C=C2O)OCO3
468,CID100003040,COC1=CC=C(C=C1)C2C(C2S(=O)(=O)C)CN
469,CID100003168,COC1=CC=C(C=C1)C2C(C2S(=O)(=O)C)N
470,CID100003379,CCOC(=O)C1(C(C1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N
471,CID100003397,C1C2CN(CC1C3=CC=CC(=O)N3C2)C(=O)C4CC(=O)N(C4)CC5=CC=CC=C5
472,CID100003730,COC1=CC=C(C=C1)C2C(C2(C#N)C(=O)O)S(=O)(=O)C3=CC=CC=C3
473,CID100003734,CC1=CC(=O)OC2=C3C(CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC=C(C=C4)C(=O)OC
474,CID100003741,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)CC5(O4)CCCCC5)OCC(=O)N
475,CID100003964,COC1=CC=C(C=C1)C2C(C2(CO)N)S(=O)(=O)C3=CC=CC=C3
476,CID100004425,CC1=CC=C(C=C1)S(=O)(=O)C2C(C2C3=CC=C(C=C3)OC)CO
477,CID100004499,COC1=CC(=CC(=C1OC)OC)C(CC(=O)OC)C2=C(C(=O)C(=C(C2=O)O)C(CC(=O)OC)C3=CC(=C(C(=C3)OC)OC)OC)O
478,CID100004730,CC1=CC(=NC(=O)N1CCNC(=O)C2CC3=C(N2)C=CC(=C3)Cl)C
479,CID100004736,CCCOC1=CC=CC=C1CCCNC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
480,CID100004828,C1CC2CC1CC2CC(=O)NCC(C3=CC=CC=C3)O
481,CID100004911,COCC1(C(C1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C(=O)O
482,CID100004913,COCCN1C=C(C2=CC=CC=C21)CCC(=O)N3CCCC4=CC5CC(C43)CN6C5CCCC6
483,CID100004932,COC1=CC=CC(=C1OC)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC=CC=C5OCCC6=CC7=C(C=C6)OCC7
484,CID100005486,COCC1CCN(C1)C(=O)CCCN2C=NC=N2
485,CID100005525,CCC(C1=CC(=C(C=C1)OC)OC)NC(=O)C(C)SC2=CC=C(C=C2)C
486,CID100009433,CCCOC(C)C1=CC(=C(C=C1)C)N
487,CID100036811,CCN(CC1=NC(=NO1)C2=CC=CS2)C(=O)CCC3=CC(=C(C=C3)OC)OC
488,CID100042113,CNC(=O)CC1C(=O)NCCN1C(=O)C2=C(C=C(C=C2)Cl)O
489,CID100047320,CCOC(=O)C1=CC(=C(C=C1)C)NC(=O)C2=CC(=CC=C2)OCC(=C)C
490,CID100047725,CCN1C(=NC=N1)C(C)NC(=O)C2=CC=CC(=C2)C(=O)C
491,CID100054786,CCC1=CC=CC=C1NC(=O)C(C)N(C2=CC(=C(C=C2)OC)OC)S(=O)(=O)C
492,CID100056959,CC1=CC(=C(C=C1)OC)N(C(C)C(=O)NC2CC(OC3=CC=CC=C23)(C)C)S(=O)(=O)C
493,CID100060871,CCC(C(=O)NC1=CC=CC=C1OCC)N(C2=CC(=CC(=C2)C)C)S(=O)(=O)C
494,CID100071273,CC1CN(CCO1)S(=O)(=O)NC(C)C2=NOC(=N2)C
495,CID100082146,COC1=C(C=CC(=C1)C(=CC2=CC(=C(C=C2)F)F)C#N)[N+](=O)[O-]
496,CID100150610,CCC(C(=O)NC(C)C)N(CC1=CC(=CC=C1)OC)C(=O)CN(C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)F
497,CID104479097,CCC1CCN(C1)CC(=O)NC2=CC(=C(C=C2)Cl)N
498,CID106435110,COC1=CC=C(C=C1)CCNCC(C2=CSC=C2)O
499,CID100000815,CS(=O)(=O)C1C(C1(CO)N)C2=CC=CC=C2
500,CID100001046,CCS(=O)(=O)C1C(C1(COC)C#N)C2=CC=CC=C2
501,CID100002182,CC1=CC=C(C=C1)S(=O)(=O)C2C(C2(COC)N)C3=CC=CC=C3
502,CID100002215,CC1=CC=C(C=C1)S(=O)(=O)C2C(C2(C=O)NC(=O)OC(C)(C)C)C3=CC=CC=C3
503,CID100002266,CC1=CC=C(C=C1)S(=O)(=O)C2C(C2C3=CC=CC=C3)C=O
504,CID100002551,CCC(C1=C(C=C(C=C1)C)C)NC(=O)C(C)SC2=CC=CC=C2
505,CID100002708,COC1=CC=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC(=C(C=C5OC)OC)OC)O4
506,CID100002719,COC1=CC=C(C=C1)CCOC2=C(C=CC=C2OC)C(CC(=O)OC)C3=C(C4=CC=CC=C4OC3=O)O
507,CID100002727,C1=CC=C(C=C1)C2C(C2S(=O)(=O)C3=CC=C(C=C3)Cl)C(=S)N
508,CID100002800,CC(=C)COC1=C(C=CC=C1OC)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=C(C(=CC=C5)OC)OC)O4
509,CID100002949,COC1=CC=C(C=C1)C2C(C2(CN)CO)S(=O)(=O)C
510,CID100003066,CC1=C(C(=NN1CCC(=O)N2CCCC2C3=NNC(=N3)C)C)C(=O)C
511,CID100003278,COC1=CC(=CC(=C1OC)OC)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC(=C(C=C5OC)OC)OC)O4
512,CID100003381,CN1CCN(CC1)CC2=C(C=CC3=C2C(=CO3)C(=O)C4=CC(=C(C=C4)OC)OC)O
513,CID100003827,COC1=CC=C(C=C1)C2C(C2(CN)CN)S(=O)(=O)C3=CC=CC=C3
514,CID100003914,CN1C=C(C=N1)C(C2CC(C2)O)NC(=O)C3=CC(=NN3)C4=CC=CC=C4F
515,CID100004044,COC1=CC=CC(=C1OC)C=C2C(=O)C3=C(O2)C=C(C=C3)OCC4=CC=C(O4)C(=O)OC
516,CID100004893,CCN(CCCNS(=O)(=O)N1CC(OC(C1)C)C)C2=CC=CC=C2
517,CID100005381,CS(=O)(=O)C1C(C1N)C2=CC3=C(C=C2)OCO3
518,CID100005505,CC(=O)C1=C(C2=C(C=C1)OC(=O)CC2C3=CC(=C(C=C3)F)Cl)O
519,CID100012620,COCC1(C(C1S(=O)(=O)C)C2=CC(=CC=C2)Cl)C#N
520,CID100040976,CC(C)C(C1=NC=NN1C)NC(=O)C2=NC(=O)C3=CC=CC=C3N2
521,CID100054808,CC(C(=O)NC1=CC=C(C=C1)OC)N(C2=CC(=C(C=C2)OC)OC)S(=O)(=O)C
522,CID100068844,CC1=C(C(=NN1C)C)CCNC(=O)C=CC2=CN(N=C2)C3=CC=CC=C3
523,CID100072938,CC1=CC(=NN1)CC(C)NC2CCC3C2CN(C3)CC4=CC=CC=C4
524,CID100077992,CCCCN(C1C2CCC(C2)C1=NO)C3=CC=CC=C3
525,CID100444033,C1CCN(C1)CC2=CC=CC(=C2)CNC(=O)C(=CC3=CC(=CC=C3)[N+](=O)[O-])C4=CC=CC=C4
526,CID105362070,CCC1=C(N=NC(=N1)NC2=CC(=C(C=C2)C(=O)O)Cl)CC
527,CID105362420,CCC1=C(N=NC(=N1)NC(C)C(=O)OC)CC
528,CID100002177,COC1=NC=C(C=C1)C(C2CC(C2)O)NC(=O)CN3C=CC(=O)NC3=O
529,CID100003928,CCN1C(=C(C(=N1)C)C(=O)NC(CC2=CC=NC=C2)C3CC(C3)O)C
530,CID100002519,COC(=O)CC(C1=CN=CC=C1)C2=C(C(=CNC2=O)C(=O)OC)O
531,CID100005297,CC1=CC=C(C=C1)SC(C)C(=O)NCC2=CC(=C(C=C2)OC(C)C)OC
532,CID100001134,CC1=CC=C(C=C1)CSCC(=O)NC(C)C2=CC(=C(C=C2)C)C
533,CID100153941,CCC(C(=O)NC(C)C)N(CC1=CC=C(C=C1)OC)C(=O)CSC2=CC=C(C=C2)Cl
534,CID100002170,CC1=CC=C(C=C1)S(=O)(=O)C2C(C2C(=O)O)C3=CC=CC=C3
535,CID100004046,C1CN(CCN1C(=O)C(=CC2=CC=CO2)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4
536,CID100004727,CCOC(=O)C1(C(C1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)N
537,CID100003291,COC1=C(C(=C2C(CC(=O)OC2=C1)C3=CC=CC4=CC=CC=C43)OC)OC
538,CID104659569,CCCOC1=CC=CC=C1C(CSCC)O
539,CID100060877,CC1=CC(=C(C=C1)C(=O)NCCC2CCOC2)F
540,CID100002675,CC(C(=O)N(C)CC1=NC(=NO1)C2=CC(=CC=C2)Br)SC3=CC=CC=C3
541,CID100003114,COCC1(C(C1S(=O)(=O)C)C2=CC=C(C=C2)OC)C(=O)O
542,CID100003384,C1CCN2CCCC(C2C1)CSC3=NC=C(C=C3)NC(=O)C4=CC=C(C=C4)Cl
543,CID100004739,COC1=CC=C(C=C1)C2C(C2(CN)CN)S(=O)(=O)C3=CC=C(C=C3)Cl
544,CID100005721,CCS(=O)(=O)C1C(C1(COC)C(=O)O)C2=CC3=C(C=C2)OCO3
545,CID100657298,COC1=C(C=C(C=C1)Cl)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NN
546,CID100005070,CC1=CC(=O)C=C(O1)C(=O)NCC2CCCN(C2)CCO
547,CID100002995,CCC(C1=CC(=C(C=C1)OC)OC)NC(=O)C(C)SCC2=CC=CC=C2
548,CID100005593,CC1=CC=C(C=C1)SC(C)C(=O)N(C)CC2=NC(=NO2)C3=CC=CC=C3
549,CID100004140,C1C2CN(CC1C3=CC=CC(=O)N3C2)C(=O)C4=CC(=NN4)C5=CSC=C5
550,CID100003117,COCC1(C(C1S(=O)(=O)C)C2=CC=C(C=C2)OC)C(=O)O
551,CID100039860,CCC(C(=O)NC1CC(OC2=C1C=CC(=C2)C)(C)C)OC3=CC=CC(=C3C)C
552,CID100051634,CC1=CC(=CC=C1)CCCNC(=O)CN(C2=CC=C(C=C2)C(F)(F)F)S(=O)(=O)C
553,CID100005052,CC1=CC=C(C=C1)CS(=O)(=O)NC(C2CC(C2)O)C3=CC=CC=N3
554,CID100004011,C1CC(CN(C1)C(=O)CC2CC3CCC2C3)C(=O)N4CCOCC4
